,videoid,title,views,like,dislike,age,length,description
526,jiVdd8qiGBA,THE FUTURE OF ARTIFICIAL INTELLIGENCE   FOR ESSAY/INTERVIEW,35,4,0,2021-03-16T04:24:40Z,PT3M3S,MY email id : samba.ssivan@gmail.com -- TELEGRAM ID ; sivan2020 CELL PHONE :8072177482/9003037557 ADDA 247 -- For Banking SSC and other exam ...
527,SjYnSPKzDHU,Artificial Intelligence: Clinical Applications in Nephrology,80,5,0,2021-03-15T10:09:11Z,PT1H3M28S,"Artificial Intelligence: Clinical Applications in Nephrology International Speaker: Prof. Dr. Ravi I. Thadhani, M.D., M.P.H. Boston, Massachusetts, USA Chief ..."
528,LEmneXUKNpw,Emotional Artificial Intelligence ( Cognitive Computing) ||Mana La Excellence,4354,215,6,2021-03-11T03:05:45Z,PT16M47S,Mana La Excellence channel is to provide for quality content to the students in Telugu Language. ================= Contact Info: Phone: 9052192929 ...
529,jTsaTCMAjT0,Google Rank Brain - Taking the Traditional Web Search to Artificial Intelligence Machines,454,5,0,2021-03-14T11:09:44Z,PT15M,Google Rank Brain - Taking the Traditional Web Search to Artificial Intelligence Machines.
530,Gj72nTApvAg,Artificial Intelligence- the umbrella term for computer intelligence technologies.,4,0,0,2021-03-16T15:00:06Z,PT5M40S,Artificial Intelligence can be called as a blend of humans and machines. AI is an umbrella term which simply means making computers act intelligently. and ...
531,zw0wFK9m0tg,Mengukur Emosi Jokowi dengan Artificial Intelligence | Buka Mata,710148,26206,596,2020-07-28T02:00:49Z,PT9M47S,Luapan kemarahan Presiden Joko Widodo kepada para menterinya dalam sidang kabinet 18 Juni jadi sorotan. Kekecewaan itu diluapkan setelah para ...
532,ZXpMx5w-JSY,"Targeted Individuals, Deliverance from Artificial Intelligence, and the Human Spirit with Dan Duval",2565,225,5,2021-03-11T18:33:22Z,PT50M4S,"Introducing… The Singularity Prayer This week on Discovering Truth, we have a special feature for you. We are sharing Daniel's Sunday sermon from the ..."
533,j5R-Tkl0yng,The Fight Against Coronavirus Has a New Weapon: Artificial Intelligence,5756,75,6,2020-02-15T18:41:17Z,PT2M16S,The fight against coronavirus is going high tech. Artificial intelligence and machine learning are being deployed to help stop its spread Subscribe to our ...
534,vuFgdAwKhhw,Artificial Intelligence Photo Editing Software,107,18,0,2021-03-14T15:25:45Z,PT17M39S,
535,CbFk68MG77I,Page #94 from Essentials of Artificial Intelligence for Class IX,15,3,0,2021-03-15T12:30:04Z,PT1M11S,"Dear readers, in this video the author, Kartik Sharma, will take to you through Page 94 from his book, Essentials of Artificial Intelligence for CBSE Class IX."
536,JO_rBVoT6vI,Introduction to Artificial Intelligence,14,4,0,2021-03-16T06:46:41Z,PT31M25S,Introduction to Artificial Intelligence.
537,hZx9ADEtjNw,Creativity today #8 | SECRETS. Artificial Intelligence and Luc Tuymans | BOZAR,0,0,0,2021-03-16T13:54:44Z,PT5M20S,"BOZAR LAB and GLUON present SECRETS. Artificial Intelligence and Luc Tuymans, an exhibition that showcases ongoing research on how AI understands ..."
538,SxkrUgDxQYY,We Wrote SOLO 2 with Artificial Intelligence - Part 1 - Live table read #Solo2AI #MakeSolo2Happen,844,149,4,2021-03-14T12:50:32Z,PT1H43M31S,"We wrote SOLO 2 with Artificial Intelligence! The A.I. written sequel to Solo: A Star Wars Story was made because we felt like Solo deserves a sequel, but seeing ..."
539,LjbNpPTeIS0,ets2 but very excellent artificial intelligence,13,4,0,2021-03-16T08:55:41Z,PT2M5S,
540,F4xCK9y7m9w,Identifying Core Leadership Values: The Human Side of Artificial Intelligence,92,9,0,2021-03-16T05:05:42Z,PT1H1M5S,Hosted by Professor Kristin Fabbe and Dr. Rana el Kaliouby.
541,lpix77D-Rwg,"Irakli Beridze, Head, Centre for Artificial Intelligence and Robotics - UNICRI - United Nations",2236,8,8,2021-03-12T14:34:12Z,PT45M51S,Irakli Beridze is the Head of the Centre for Artificial Intelligence and Robotics at The United Nations Interregional Crime and Justice Research Institute (UNICRI).
542,1m6V5LRQICQ,Modern AI systems and Applications | Artificial - Intelligence | Lesson-#2 | 2021,7,2,0,2021-03-16T03:06:27Z,PT44M53S,"Modern AI systems and Applications We will look at expert systems and some of the expert systems that were influential in the developments of and we'll, we will ..."
543,ySWmoJBZ8pE,Artificial intelligence property,47,8,0,2021-03-15T06:33:54Z,PT2M54S,crocodile.
544,g1h_tyMX5l4,CSC Webinar on Opportunities for Artificial Intelligence Research in Africa: PapsAI use in Uganda,20,1,0,2021-03-16T13:54:14Z,PT45M4S,The CSC is pleased to present the next in our series of webinars for members of the Knowledge Hubs. The webinar series aims to support and foster live ...
545,x2bRyEtsN04,"Class 9,10 Artificial Intelligence | Practical Python |if statement",22,4,0,2021-03-16T15:00:16Z,PT8M50S,This video explains the following forms of if statement * if * if...else * nested if * if..elif..else.
546,jpewc52m4tg,Viz.ai: Improving Outcomes for Stroke Victims Using Artificial Intelligence,46439,64,0,2021-03-03T16:10:51Z,PT16M34S,"Viz.ai, an Israeli-based technology provider, uses cloud based Artificial Intelligence to revolutionize stroke care for doctors and patients. Join builder Adrian De ..."
547,Mt-SDTCS6BI,"Machine Learning, Artificial Intelligence, and Deep Learning Explained - Buck Woody",8,0,0,2021-03-15T16:00:06Z,PT1H1M1S,"The world of Data Science brings with it new terms and jargon. However, some of these terms have real, defined differences, and as a data professional, you ..."
548,6BPzXoZwusA,When AI plays Atari | Smart Gaming| Artificial Intelligence| +91-9872993883 for fun AI projects,19,2,0,2021-03-16T10:07:15Z,PT1M2S,"Hi guys, In this video, I've explained how to have fun with AI by introducing Artificial intelligence in games like Atari. Keep watching & liking our AI videos! For any ..."
549,XaBTZ9gFysw,ARTIFICIAL INTELLIGENCE Class - 9 | Chapter -1 (Part 5)| AI with Sakshi,56,5,0,2021-03-16T10:16:01Z,PT9M32S,
550,JnXXMUNnv3s,Artificial Intelligence &amp; Dangerous Drivers in Vermont - a 2 Lane State.,10,0,0,2021-03-16T01:17:52Z,PT45S,"To help drivers learn how irresponsible driving... impacts our communities, cameras are being deployed across Vermont. We are a consortium of data scientists ..."
551,PVjWpVPY-R8,How to Learn Artificial Intelligence in 7 Days | English | FSTS,531,43,0,2021-03-14T13:45:17Z,PT4M45S,Learning Artificial Intelligence is now easier than ever. We are bringing you an exclusive opportunity to get started into the world of AI. This seven Day Course is ...
552,BIhHhXqCYik,"Austria, ICT &amp; Artificial Intelligence - ABA&#39;s Open Day 2021",1,0,0,2021-03-16T16:20:06Z,PT37M47S,"Why Austria? - Marion Biber, Austrian Business Agency (https://investinaustria.at/en/) What are the Austrian ICT market specifics? - Martin Weiss, BizXpand ..."
553,jPQ1-2rHMLU,"Tugas 1 Kecerdasan Buatan, Artificial Intelligence dengan menggunakan Python",5,1,0,2021-03-15T15:59:21Z,PT5M52S,
554,o8-dpyqAcQ4,Machine Learning and Artificial Intelligence with Javascript Tensors,0,0,0,2021-03-16T07:30:22Z,PT4M50S,
555,FDwPhBh9Roo,4B2M  - This Is Happening  (Artificial Intelligence Edit),36,4,0,2021-03-16T14:34:49Z,PT2M56S,"In their video for This Is Happening, 4B2M are filmed in front of a green screen, which remains unkeyed in the official edit. But the background of green fabric ..."
556,EjPF9Q_5uk0,Machine Learning and Artificial Intelligence with Javascript Introduction,0,0,0,2021-03-16T07:39:58Z,PT2M18S,
557,7uPGLlLb7fQ,Machine Learning and Artificial Intelligence with Javascript Variable,0,0,0,2021-03-16T07:34:54Z,PT2M51S,
558,0TOeSIYsnFk,Machine Learning and Artificial Intelligence with Javascript Memory Management,0,0,0,2021-03-16T07:31:24Z,PT5M25S,
559,IglzgFia9Xs,Artificial Intelligence Instagram Content &amp; Designs | Social Studio,3,1,0,2021-03-16T15:55:52Z,PT3M51S,socialstudio.ai.
560,xe6PWaxQT6Y,Elon Musk On Artificial Intelligence,49,1,0,2021-03-16T14:00:30Z,PT4M19S,"Elon Musk discuses artificial intelligence and the dangers that come with developing AI. In this interview with Elon Musk, he says how AI is more dangerous than ..."
561,GXJz8ouOaDw,"what is artificial intelligence , advantages , types ,future explained in hindi",14,3,0,2021-03-16T04:06:55Z,PT12M28S,"In this video i dicuss what is artificial intelligence , its advantages types and what future holds. for more information you can visit onpassive.com/blog for ..."
562,UE83_-M7ccM,BLACKPINK &#39;Ddu-Du Ddu-Du&#39; M/V | Artificial Intelligence Art Version | Jennie Jisoo Lisa Rose,2,1,0,2021-03-16T00:03:47Z,PT3M36S,BLACKPINK 'Ddu-Du Ddu-Du' M/V | Artificial Intelligence Art Version I don't make any money off this. I'm not currently part of the monetization program and the ...
563,cotgUhoDYpI,Machine Learning and Artificial Intelligence with Javascript Coding the Detection Function,0,0,0,2021-03-16T07:30:58Z,PT1M50S,
564,T2_DftCB6vg,Machine Learning and Artificial Intelligence with Javascript Installing Dependencies,0,0,0,2021-03-16T07:32:54Z,PT2M7S,
565,RFxhMteApFM,Martin Garrix Artificial Intelligence Vocals Vol 1,25,5,1,2021-03-16T00:12:39Z,PT17S,https://paypal.me/mikayaxjaye?locale.x=en_US\ $25 Snapchat - mikaylaxjaye Discord - babyjaye#5644.
566,MSOPnC0kMxY,Machine Learning and Artificial Intelligence with Javascript Setting The UI,0,0,0,2021-03-16T07:33:22Z,PT5M3S,
567,KKDRXd5oLMs,"Business Intelligence, Artificial Intelligence, and Data Mining",6,0,0,2021-03-15T19:14:27Z,PT12M27S,"Business Intelligence, Artificial Intelligence, and Data Mining are terms that are frequently used interchangeably even though there are important distinctions ..."
568,Kb5xAZefXsY,Machine Learning and Artificial Intelligence with Javascript Drawing Bouding Boxes,0,0,0,2021-03-16T07:29:00Z,PT4M7S,
569,ZSARx-LkLeg,"Transhumanism &amp; A.I - Men playing God (Artificial Intelligence, Robots, New World Order, Technology)",319,5,2,2020-09-29T03:50:50Z,PT16M50S,Transhumanism #AI #Technology Transhumanism is a philosophical movement that advocates for the transformation of the human condition by developing and ...
570,6dLsww83RfI,Machine Learning and Artificial Intelligence with Javascript  JavaScript Loops,0,0,0,2021-03-16T07:47:03Z,PT3M35S,
571,0ojdCxDMq88,Machine Learning and Artificial Intelligence with Javascript Conditions Truthy and Falsey,0,0,0,2021-03-16T07:30:01Z,PT8M42S,
572,aNsaB69EZ3A,The Grumps Annual Artificial Intelligence Semenar - Sonic Heroes,292872,14671,253,2021-03-11T18:00:01Z,PT34M54S,"Featured Speakers: Arlo Hammond - ""Bicycles: Are they or are they not?"" Drain Avatian - ""Ethics: Becoming Detroit: Become Human"" with Keynote Address by ..."
573,P2gMH8B_bMU,Machine Learning and Artificial Intelligence with Javascript JavaScript Fundamentals Introduction,0,0,0,2021-03-16T07:38:19Z,PT1M35S,
574,NM97X9KYOzI,Science Serial on Artificial Intelligence- Episode 3,6,0,0,2021-03-16T11:24:50Z,PT19M52S,Aune Dinharu is a Radio Serial in collaboration with Vigyan Prasar on the theme Artificial Intelligence. Produced by All India Radio Gangtok.
575,J4BUHOFe4js,Google Free Certificate I Artificial Intelligence I Machine learning Cloud I Training Certificate,801,26,0,2021-03-13T11:00:06Z,PT6M47S,NewYearNewSkills​ #GoogleCloudNext​ #freegooglecloudcourse​ #freegoogleswags​ #googlecloudswags​ #freeonlinecourses​ #googlefreewebinars​ ...
576,yWf0Ol72_nk,MDOTM Webinar - Can Artificial Intelligence Change The Sub-Advisory Business?,13,0,0,2021-03-16T16:29:59Z,PT50M4S,"Michael J. Boudens (Retired Vice-Chair of Wellington Management Company), Tommaso Migliore (CEO & Founder of MDOTM), and Axel Maier, CFA (Global ..."
577,-cN8sJz50Ng,"You can soon buy a sex robot equipped with artificial intelligence for about $20,000",8121812,28157,4498,2018-04-25T07:24:22Z,PT7M28S,"In her National Geographic series, ""America Inside Out,"" Katie Couric learned about the world's first sex robot, Harmony."
578,FBHTi01w1aM,Is Artificial Intelligence (AI) A God?,2821,384,5,2021-03-15T09:00:12Z,PT16M57S,Help Support This Channel Donations Postal Address Cambell Purvis P.O. Box 5185 Canning Vale 6155 Patreon www.patreon.com/autodidactic13 Paypal ...
579,F7augRhTeE8,Artificial Intelligence would make the brain go into flow and zone.,100,12,0,2021-03-16T00:47:04Z,PT7M7S,There is interesting argument that in the post-AI era the human brain would become a very important resource to be tapped into. #brain #artificialintelligence ...
580,m6aKAYXXO4E,Spro 5MP DVR with AI &#39;Artificial Intelligence&#39; Human &amp; Vehicle Counting &#39;based on the Duhua Chipset.,17,2,0,2021-03-16T10:28:01Z,PT14M57S,Spro 5MP DVR with AOC 'Audio over Coax' plus AI 'Artificial Intelligence' for Human & Vehicle Counting and mobile notifications based on the tried and tested ...
581,L_r3CZ0PCdI,Artificial Intelligence vs Artificial Reality.|Upload your Conscious.,713,89,0,2021-03-15T03:47:36Z,PT4M35S,Special Thanks to Supasly75 ! https://youtu.be/IDiuStTaNN0.
